,task,trial,horizon,uncertainty,slot1_value,slot2_value,choice,RT,reward,forced,participant,is_training
57815,29,0,10,1,90,60,1,830.838,55,1,24,True
57816,29,1,10,1,90,60,0,619.495,97,1,24,True
57817,29,2,10,1,90,60,0,649.2520000000001,81,1,24,True
57818,29,3,10,1,90,60,0,478.276,81,1,24,True
57819,29,4,10,1,90,60,1,689.494,65,0,24,True
57820,29,5,10,1,90,60,0,252.376,82,0,24,True
57821,29,6,10,1,90,60,0,318.916,89,0,24,True
57822,29,7,10,1,90,60,0,317.372,90,0,24,True
57823,29,8,10,1,90,60,0,365.401,93,0,24,True
57824,29,9,10,1,90,60,0,1157.257,94,0,24,True
57825,30,0,5,2,40,20,0,555.304,46,1,24,True
57826,30,1,5,2,40,20,0,580.1370000000001,57,1,24,True
57827,30,2,5,2,40,20,1,446.807,20,1,24,True
57828,30,3,5,2,40,20,1,574.5649999999999,16,1,24,True
57829,30,4,5,2,40,20,0,397.674,45,0,24,True
57830,31,0,10,1,52,60,0,1484.332,44,1,24,True
57831,31,1,10,1,52,60,0,423.055,50,1,24,True
57832,31,2,10,1,52,60,1,484.02,60,1,24,True
57833,31,3,10,1,52,60,0,606.656,58,1,24,True
57834,31,4,10,1,52,60,1,1733.68,61,0,24,True
57835,31,5,10,1,52,60,1,596.555,54,0,24,True
57836,31,6,10,1,52,60,0,586.352,55,0,24,True
57837,31,7,10,1,52,60,1,320.02000000000004,58,0,24,True
57838,31,8,10,1,52,60,1,713.486,62,0,24,True
57839,31,9,10,1,52,60,1,1369.146,38,0,24,True
57840,32,0,5,1,70,40,1,776.704,39,1,24,True
57841,32,1,5,1,70,40,0,489.192,63,1,24,True
57842,32,2,5,1,70,40,0,410.336,55,1,24,True
57843,32,3,5,1,70,40,0,390.962,60,1,24,True
57844,32,4,5,1,70,40,0,397.503,78,0,24,True
57845,33,0,5,2,48,60,0,803.3829999999999,48,1,24,True
57846,33,1,5,2,48,60,1,458.823,46,1,24,True
57847,33,2,5,2,48,60,1,631.1229999999999,62,1,24,True
57848,33,3,5,2,48,60,0,419.454,54,1,24,True
57849,33,4,5,2,48,60,1,2049.491,63,0,24,True
57850,34,0,10,2,80,60,0,619.746,76,1,24,True
57851,34,1,10,2,80,60,1,642.5600000000001,49,1,24,True
57852,34,2,10,2,80,60,1,3799.389,64,1,24,True
57853,34,3,10,2,80,60,0,509.768,81,1,24,True
57854,34,4,10,2,80,60,0,1392.234,77,0,24,True
57855,34,5,10,2,80,60,0,317.149,73,0,24,True
57856,34,6,10,2,80,60,0,407.618,67,0,24,True
57857,34,7,10,2,80,60,0,340.082,81,0,24,True
57858,34,8,10,2,80,60,0,435.739,84,0,24,True
57859,34,9,10,2,80,60,0,495.025,75,0,24,True
57860,35,0,10,2,40,20,1,565.664,26,1,24,True
57861,35,1,10,2,40,20,0,424.029,46,1,24,True
57862,35,2,10,2,40,20,0,361.222,26,1,24,True
57863,35,3,10,2,40,20,1,521.59,14,1,24,True
57864,35,4,10,2,40,20,0,341.21000000000004,37,0,24,True
57865,35,5,10,2,40,20,0,476.572,37,0,24,True
57866,35,6,10,2,40,20,0,391.047,48,0,24,True
57867,35,7,10,2,40,20,0,348.32,64,0,24,True
57868,35,8,10,2,40,20,0,323.206,39,0,24,True
57869,35,9,10,2,40,20,0,387.769,43,0,24,True
57870,36,0,5,2,60,40,1,660.179,42,1,24,True
57871,36,1,5,2,60,40,1,460.843,47,1,24,True
57872,36,2,5,2,60,40,0,394.107,56,1,24,True
57873,36,3,5,2,60,40,0,704.028,74,1,24,True
57874,36,4,5,2,60,40,0,658.431,69,0,24,True
57875,37,0,10,2,52,40,0,878.426,47,1,24,True
57876,37,1,10,2,52,40,1,415.823,41,1,24,True
57877,37,2,10,2,52,40,0,441.274,52,1,24,True
57878,37,3,10,2,52,40,1,516.85,41,1,24,True
57879,37,4,10,2,52,40,0,1621.057,52,0,24,True
57880,37,5,10,2,52,40,0,673.346,59,0,24,True
57881,37,6,10,2,52,40,0,381.124,49,0,24,True
57882,37,7,10,2,52,40,0,531.3330000000001,40,0,24,True
57883,37,8,10,2,52,40,0,698.5780000000001,63,0,24,True
57884,37,9,10,2,52,40,0,420.753,58,0,24,True
57885,38,0,10,2,40,60,0,559.83,28,1,24,True
57886,38,1,10,2,40,60,1,552.0129999999999,74,1,24,True
57887,38,2,10,2,40,60,0,408.382,31,1,24,True
57888,38,3,10,2,40,60,1,415.867,62,1,24,True
57889,38,4,10,2,40,60,1,659.11,71,0,24,True
57890,38,5,10,2,40,60,1,455.157,69,0,24,True
57891,38,6,10,2,40,60,1,922.149,65,0,24,True
57892,38,7,10,2,40,60,1,291.433,56,0,24,True
57893,38,8,10,2,40,60,1,258.004,63,0,24,True
57894,38,9,10,2,40,60,1,332.716,54,0,24,True
57895,39,0,5,3,40,52,1,614.734,58,1,24,True
57896,39,1,5,3,40,52,1,411.516,45,1,24,True
57897,39,2,5,3,40,52,1,421.354,58,1,24,True
57898,39,3,5,3,40,52,0,438.876,26,1,24,True
57899,39,4,5,3,40,52,1,313.44300000000004,50,0,24,True
57900,40,0,5,2,40,32,0,579.784,48,1,24,True
57901,40,1,5,2,40,32,1,386.584,45,1,24,True
57902,40,2,5,2,40,32,0,459.074,45,1,24,True
57903,40,3,5,2,40,32,1,412.514,23,1,24,True
57904,40,4,5,2,40,32,0,809.842,34,0,24,True
57905,41,0,10,2,60,48,0,502.164,62,1,24,True
57906,41,1,10,2,60,48,1,346.433,53,1,24,True
57907,41,2,10,2,60,48,1,409.651,66,1,24,True
57908,41,3,10,2,60,48,0,472.441,69,1,24,True
57909,41,4,10,2,60,48,0,818.785,79,0,24,True
57910,41,5,10,2,60,48,0,528.004,50,0,24,True
57911,41,6,10,2,60,48,1,343.66600000000005,46,0,24,True
57912,41,7,10,2,60,48,0,407.526,57,0,24,True
57913,41,8,10,2,60,48,0,475.163,58,0,24,True
57914,41,9,10,2,60,48,0,574.1659999999999,71,0,24,True
57915,42,0,5,1,60,48,0,491.623,66,1,24,True
57916,42,1,5,1,60,48,0,423.656,66,1,24,True
57917,42,2,5,1,60,48,1,612.66,39,1,24,True
57918,42,3,5,1,60,48,0,283.297,67,1,24,True
57919,42,4,5,1,60,48,0,628.245,73,0,24,True
57920,43,0,5,2,60,80,0,456.656,62,1,24,True
57921,43,1,5,2,60,80,1,397.272,86,1,24,True
57922,43,2,5,2,60,80,0,708.418,62,1,24,True
57923,43,3,5,2,60,80,1,317.446,67,1,24,True
57924,43,4,5,2,60,80,1,495.023,73,0,24,True
57925,44,0,10,2,10,40,0,2833.25,12,1,24,True
57926,44,1,10,2,10,40,1,534.5419999999999,39,1,24,True
57927,44,2,10,2,10,40,0,527.792,11,1,24,True
57928,44,3,10,2,10,40,1,408.944,36,1,24,True
57929,44,4,10,2,10,40,1,431.296,47,0,24,True
57930,44,5,10,2,10,40,1,434.983,45,0,24,True
57931,44,6,10,2,10,40,1,1118.3639999999998,42,0,24,True
57932,44,7,10,2,10,40,1,440.418,48,0,24,True
57933,44,8,10,2,10,40,1,444.225,54,0,24,True
57934,44,9,10,2,10,40,1,405.754,42,0,24,True
57935,45,0,10,2,60,90,1,547.27,88,1,24,True
57936,45,1,10,2,60,90,0,387.281,71,1,24,True
57937,45,2,10,2,60,90,0,569.3580000000001,66,1,24,True
57938,45,3,10,2,60,90,1,393.864,83,1,24,True
57939,45,4,10,2,60,90,1,423.992,95,0,24,True
57940,45,5,10,2,60,90,1,476.727,96,0,24,True
57941,45,6,10,2,60,90,1,334.837,79,0,24,True
57942,45,7,10,2,60,90,0,856.256,62,0,24,True
57943,45,8,10,2,60,90,1,335.498,88,0,24,True
57944,45,9,10,2,60,90,1,462.365,89,0,24,True
57945,46,0,5,3,40,20,1,521.891,17,1,24,True
57946,46,1,5,3,40,20,1,434.813,8,1,24,True
57947,46,2,5,3,40,20,0,462.093,36,1,24,True
57948,46,3,5,3,40,20,1,602.8639999999999,22,1,24,True
57949,46,4,5,3,40,20,0,385.265,31,0,24,True
57950,47,0,10,3,30,60,1,879.5730000000001,70,1,24,True
57951,47,1,10,3,30,60,1,459.696,68,1,24,True
57952,47,2,10,3,30,60,1,430.139,62,1,24,True
57953,47,3,10,3,30,60,0,482.651,37,1,24,True
57954,47,4,10,3,30,60,1,590.0229999999999,52,0,24,True
57955,47,5,10,3,30,60,1,547.222,61,0,24,True
57956,47,6,10,3,30,60,1,915.195,62,0,24,True
57957,47,7,10,3,30,60,1,555.69,55,0,24,True
57958,47,8,10,3,30,60,1,443.386,60,0,24,True
57959,47,9,10,3,30,60,1,341.873,60,0,24,True
57960,48,0,10,2,60,40,0,1405.4489999999998,50,1,24,True
57961,48,1,10,2,60,40,0,437.399,59,1,24,True
57962,48,2,10,2,60,40,1,463.356,30,1,24,True
57963,48,3,10,2,60,40,1,420.084,38,1,24,True
57964,48,4,10,2,60,40,0,560.507,64,0,24,True
57965,48,5,10,2,60,40,1,408.309,28,0,24,True
57966,48,6,10,2,60,40,0,237.581,64,0,24,True
57967,48,7,10,2,60,40,0,439.89,59,0,24,True
57968,48,8,10,2,60,40,0,499.499,58,0,24,True
57969,48,9,10,2,60,40,0,333.024,62,0,24,True
57970,49,0,10,2,60,56,1,988.765,41,1,24,True
57971,49,1,10,2,60,56,1,435.306,50,1,24,True
57972,49,2,10,2,60,56,0,688.7379999999999,77,1,24,True
57973,49,3,10,2,60,56,0,499.731,54,1,24,True
57974,49,4,10,2,60,56,0,748.305,64,0,24,True
57975,49,5,10,2,60,56,0,717.1959999999999,68,0,24,True
57976,49,6,10,2,60,56,0,291.996,67,0,24,True
57977,49,7,10,2,60,56,0,525.8249999999999,52,0,24,True
57978,49,8,10,2,60,56,0,270.906,69,0,24,True
57979,49,9,10,2,60,56,0,313.154,63,0,24,True
57980,50,0,5,3,40,70,1,650.85,74,1,24,True
57981,50,1,5,3,40,70,0,597.271,26,1,24,True
57982,50,2,5,3,40,70,1,636.293,74,1,24,True
57983,50,3,5,3,40,70,1,248.336,73,1,24,True
57984,50,4,5,3,40,70,1,244.711,79,0,24,True
57985,51,0,5,1,40,44,1,578.6289999999999,41,1,24,True
57986,51,1,5,1,40,44,0,375.64,51,1,24,True
57987,51,2,5,1,40,44,0,437.636,42,1,24,True
57988,51,3,5,1,40,44,0,443.862,42,1,24,True
57989,51,4,5,1,40,44,1,415.993,49,0,24,True
57990,52,0,5,1,52,40,0,1019.695,45,1,24,True
57991,52,1,5,1,52,40,0,538.748,38,1,24,True
57992,52,2,5,1,52,40,1,538.8100000000001,36,1,24,True
57993,52,3,5,1,52,40,0,396.859,47,1,24,True
57994,52,4,5,1,52,40,0,377.881,60,0,24,True
57995,53,0,10,3,40,60,0,1120.056,45,1,24,True
57996,53,1,10,3,40,60,1,385.687,61,1,24,True
57997,53,2,10,3,40,60,1,402.687,57,1,24,True
57998,53,3,10,3,40,60,1,367.17,59,1,24,True
57999,53,4,10,3,40,60,0,1213.03,45,0,24,True
58000,53,5,10,3,40,60,1,313.922,49,0,24,True
58001,53,6,10,3,40,60,1,387.146,66,0,24,True
58002,53,7,10,3,40,60,1,439.157,66,0,24,True
58003,53,8,10,3,40,60,1,372.036,53,0,24,True
58004,53,9,10,3,40,60,1,369.717,61,0,24,True
58005,54,0,10,2,40,60,0,560.678,36,1,24,True
58006,54,1,10,2,40,60,1,576.963,60,1,24,True
58007,54,2,10,2,40,60,0,424.146,35,1,24,True
58008,54,3,10,2,40,60,1,348.027,50,1,24,True
58009,54,4,10,2,40,60,1,428.888,54,0,24,True
58010,54,5,10,2,40,60,1,457.049,60,0,24,True
58011,54,6,10,2,40,60,1,418.928,68,0,24,True
58012,54,7,10,2,40,60,1,1120.475,36,0,24,True
58013,54,8,10,2,40,60,1,359.622,56,0,24,True
58014,54,9,10,2,40,60,1,407.599,66,0,24,True
58015,55,0,10,2,40,60,1,548.053,68,1,24,True
58016,55,1,10,2,40,60,0,468.244,34,1,24,True
58017,55,2,10,2,40,60,0,518.961,36,1,24,True
58018,55,3,10,2,40,60,1,368.719,72,1,24,True
58019,55,4,10,2,40,60,1,424.683,48,0,24,True
58020,55,5,10,2,40,60,1,485.161,71,0,24,True
58021,55,6,10,2,40,60,1,422.874,73,0,24,True
58022,55,7,10,2,40,60,1,450.514,59,0,24,True
58023,55,8,10,2,40,60,1,694.374,62,0,24,True
58024,55,9,10,2,40,60,1,327.679,46,0,24,True
58025,56,0,5,2,30,60,0,927.7,39,1,24,True
58026,56,1,5,2,30,60,1,354.159,64,1,24,True
58027,56,2,5,2,30,60,0,432.398,32,1,24,True
58028,56,3,5,2,30,60,1,326.526,51,1,24,True
58029,56,4,5,2,30,60,1,542.8770000000001,56,0,24,True
58030,57,0,10,3,36,40,1,1087.035,32,1,24,True
58031,57,1,10,3,36,40,1,435.291,42,1,24,True
58032,57,2,10,3,36,40,0,335.821,48,1,24,True
58033,57,3,10,3,36,40,1,472.36,49,1,24,True
58034,57,4,10,3,36,40,0,307.089,27,0,24,True
58035,57,5,10,3,36,40,1,604.881,51,0,24,True
58036,57,6,10,3,36,40,0,529.9549999999999,27,0,24,True
58037,57,7,10,3,36,40,1,219.336,58,0,24,True
58038,57,8,10,3,36,40,1,335.018,39,0,24,True
58039,57,9,10,3,36,40,1,389.743,50,0,24,True
58040,58,0,5,3,44,40,0,634.648,63,1,24,True
58041,58,1,5,3,44,40,1,369.336,33,1,24,True
58042,58,2,5,3,44,40,1,745.983,26,1,24,True
58043,58,3,5,3,44,40,1,417.806,46,1,24,True
58044,58,4,5,3,44,40,0,349.169,42,0,24,True
58045,59,0,5,2,60,40,0,415.204,55,1,24,True
58046,59,1,5,2,60,40,0,435.753,64,1,24,True
58047,59,2,5,2,60,40,1,440.358,36,1,24,True
58048,59,3,5,2,60,40,1,468.601,33,1,24,True
58049,59,4,5,2,60,40,0,782.1550000000001,74,0,24,True
58050,60,0,5,3,56,60,1,566.2120000000001,60,1,24,True
58051,60,1,5,3,56,60,1,372.217,66,1,24,True
58052,60,2,5,3,56,60,0,403.778,57,1,24,True
58053,60,3,5,3,56,60,1,1090.035,51,1,24,True
58054,60,4,5,3,56,60,1,499.338,50,0,24,True
58055,61,0,10,1,48,40,0,573.017,41,1,24,True
58056,61,1,10,1,48,40,1,363.592,43,1,24,True
58057,61,2,10,1,48,40,0,536.1080000000001,57,1,24,True
58058,61,3,10,1,48,40,0,477.544,64,1,24,True
58059,61,4,10,1,48,40,1,744.836,55,0,24,True
58060,61,5,10,1,48,40,0,376.528,63,0,24,True
58061,61,6,10,1,48,40,0,439.254,59,0,24,True
58062,61,7,10,1,48,40,0,450.424,50,0,24,True
58063,61,8,10,1,48,40,0,485.3970000000001,44,0,24,True
58064,61,9,10,1,48,40,0,1343.577,45,0,24,True
58065,62,0,5,2,36,40,1,552.039,45,1,24,True
58066,62,1,5,2,36,40,0,407.297,40,1,24,True
58067,62,2,5,2,36,40,1,432.673,46,1,24,True
58068,62,3,5,2,36,40,0,707.466,45,1,24,True
58069,62,4,5,2,36,40,1,859.861,40,0,24,True
58070,63,0,5,1,10,40,0,471.169,1,1,24,True
58071,63,1,5,1,10,40,0,395.212,1,1,24,True
58072,63,2,5,1,10,40,0,345.46,1,1,24,True
58073,63,3,5,1,10,40,1,361.223,28,1,24,True
58074,63,4,5,1,10,40,1,514.501,40,0,24,True
58075,64,0,5,3,60,52,1,562.901,75,1,24,True
58076,64,1,5,3,60,52,1,356.237,60,1,24,True
58077,64,2,5,3,60,52,1,360.104,41,1,24,True
58078,64,3,5,3,60,52,0,425.183,66,1,24,True
58079,64,4,5,3,60,52,1,1069.991,63,0,24,True
58080,65,0,10,1,40,52,1,729.2539999999999,47,1,24,True
58081,65,1,10,1,40,52,0,430.38,47,1,24,True
58082,65,2,10,1,40,52,0,494.603,41,1,24,True
58083,65,3,10,1,40,52,0,369.613,48,1,24,True
58084,65,4,10,1,40,52,1,448.134,50,0,24,True
58085,65,5,10,1,40,52,1,603.456,49,0,24,True
58086,65,6,10,1,40,52,0,488.81,47,0,24,True
58087,65,7,10,1,40,52,1,385.543,54,0,24,True
58088,65,8,10,1,40,52,1,528.0989999999999,45,0,24,True
58089,65,9,10,1,40,52,1,1800.1,63,0,24,True
58090,66,0,5,1,36,40,0,652.179,42,1,24,True
58091,66,1,5,1,36,40,0,338.077,45,1,24,True
58092,66,2,5,1,36,40,1,361.75,42,1,24,True
58093,66,3,5,1,36,40,0,690.832,45,1,24,True
58094,66,4,5,1,36,40,0,1964.168,46,0,24,True
58095,67,0,10,3,40,28,1,1669.33,37,1,24,True
58096,67,1,10,3,40,28,1,503.437,24,1,24,True
58097,67,2,10,3,40,28,1,523.184,19,1,24,True
58098,67,3,10,3,40,28,0,356.524,39,1,24,True
58099,67,4,10,3,40,28,0,954.667,39,0,24,True
58100,67,5,10,3,40,28,0,370.55,43,0,24,True
58101,67,6,10,3,40,28,0,546.658,34,0,24,True
58102,67,7,10,3,40,28,1,257.104,40,0,24,True
58103,67,8,10,3,40,28,1,987.247,7,0,24,True
58104,67,9,10,3,40,28,0,306.012,38,0,24,True
58105,68,0,10,3,80,60,1,619.028,51,1,24,True
58106,68,1,10,3,80,60,0,383.816,80,1,24,True
58107,68,2,10,3,80,60,1,492.9450000000001,62,1,24,True
58108,68,3,10,3,80,60,1,506.607,64,1,24,True
58109,68,4,10,3,80,60,0,748.246,89,0,24,True
58110,68,5,10,3,80,60,0,427.928,73,0,24,True
58111,68,6,10,3,80,60,0,592.3009999999999,79,0,24,True
58112,68,7,10,3,80,60,0,436.783,76,0,24,True
58113,68,8,10,3,80,60,0,311.949,78,0,24,True
58114,68,9,10,3,80,60,0,472.929,81,0,24,True
58115,69,0,10,3,52,40,1,690.502,40,1,24,True
58116,69,1,10,3,52,40,0,863.362,53,1,24,True
58117,69,2,10,3,52,40,1,433.198,51,1,24,True
58118,69,3,10,3,52,40,1,887.1719999999999,36,1,24,True
58119,69,4,10,3,52,40,0,1345.35,57,0,24,True
58120,69,5,10,3,52,40,1,639.711,32,0,24,True
58121,69,6,10,3,52,40,0,436.519,54,0,24,True
58122,69,7,10,3,52,40,0,352.932,53,0,24,True
58123,69,8,10,3,52,40,0,319.512,59,0,24,True
58124,69,9,10,3,52,40,0,319.851,48,0,24,True
58125,70,0,5,1,40,20,0,1056.028,41,1,24,True
58126,70,1,5,1,40,20,0,907.62,46,1,24,True
58127,70,2,5,1,40,20,1,686.391,11,1,24,True
58128,70,3,5,1,40,20,0,336.241,36,1,24,True
58129,70,4,5,1,40,20,0,656.165,39,0,24,True
58130,71,0,10,3,40,20,1,1796.162,10,1,24,True
58131,71,1,10,3,40,20,1,403.542,18,1,24,True
58132,71,2,10,3,40,20,0,425.989,34,1,24,True
58133,71,3,10,3,40,20,1,550.95,15,1,24,True
58134,71,4,10,3,40,20,0,701.918,45,0,24,True
58135,71,5,10,3,40,20,0,1831.153,44,0,24,True
58136,71,6,10,3,40,20,0,372.048,42,0,24,True
58137,71,7,10,3,40,20,0,363.202,44,0,24,True
58138,71,8,10,3,40,20,1,688.337,7,0,24,True
58139,71,9,10,3,40,20,1,1.096,13,0,24,True
58140,72,0,5,2,52,40,1,896.1,31,1,24,True
58141,72,1,5,2,52,40,0,363.08,57,1,24,True
58142,72,2,5,2,52,40,0,377.542,44,1,24,True
58143,72,3,5,2,52,40,1,465.478,46,1,24,True
58144,72,4,5,2,52,40,0,732.111,54,0,24,True
58145,73,0,5,3,72,60,1,691.7769999999999,53,1,24,True
58146,73,1,5,3,72,60,1,511.456,67,1,24,True
58147,73,2,5,3,72,60,0,772.895,73,1,24,True
58148,73,3,5,3,72,60,1,440.937,66,1,24,True
58149,73,4,5,3,72,60,0,404.535,68,0,24,True
58150,74,0,5,2,90,60,0,540.4799999999999,87,1,24,True
58151,74,1,5,2,90,60,1,475.43,45,1,24,True
58152,74,2,5,2,90,60,0,406.36,67,1,24,True
58153,74,3,5,2,90,60,1,461.574,58,1,24,True
58154,74,4,5,2,90,60,0,456.533,89,0,24,True
58155,75,0,10,2,30,60,0,635.297,35,1,24,True
58156,75,1,10,2,30,60,1,393.082,52,1,24,True
58157,75,2,10,2,30,60,1,440.093,63,1,24,True
58158,75,3,10,2,30,60,0,347.461,22,1,24,True
58159,75,4,10,2,30,60,1,396.32,59,0,24,True
58160,75,5,10,2,30,60,1,384.941,57,0,24,True
58161,75,6,10,2,30,60,1,360.02,53,0,24,True
58162,75,7,10,2,30,60,1,478.758,64,0,24,True
58163,75,8,10,2,30,60,1,318.804,38,0,24,True
58164,75,9,10,2,30,60,1,391.984,71,0,24,True
58165,76,0,10,1,40,60,1,430.008,68,1,24,True
58166,76,1,10,1,40,60,0,315.179,55,1,24,True
58167,76,2,10,1,40,60,0,509.265,44,1,24,True
58168,76,3,10,1,40,60,0,471.3,41,1,24,True
58169,76,4,10,1,40,60,1,370.011,58,0,24,True
58170,76,5,10,1,40,60,1,384.368,65,0,24,True
58171,76,6,10,1,40,60,1,605.369,66,0,24,True
58172,76,7,10,1,40,60,1,299.346,54,0,24,True
58173,76,8,10,1,40,60,1,363.909,72,0,24,True
58174,76,9,10,1,40,60,1,290.788,63,0,24,True
58175,77,0,5,1,40,60,0,534.99,26,1,24,True
58176,77,1,5,1,40,60,0,358.892,51,1,24,True
58177,77,2,5,1,40,60,1,304.221,69,1,24,True
58178,77,3,5,1,40,60,0,456.168,42,1,24,True
58179,77,4,5,1,40,60,1,323.63199999999995,52,0,24,True
58180,78,0,10,3,30,60,1,428.6110000000001,70,1,24,True
58181,78,1,10,3,30,60,1,449.0100000000001,68,1,24,True
58182,78,2,10,3,30,60,1,510.66100000000006,62,1,24,True
58183,78,3,10,3,30,60,0,422.617,37,1,24,True
58184,78,4,10,3,30,60,1,348.655,52,0,24,True
58185,78,5,10,3,30,60,0,852.272,30,0,24,True
58186,78,6,10,3,30,60,1,207.887,62,0,24,True
58187,78,7,10,3,30,60,1,348.252,55,0,24,True
58188,78,8,10,3,30,60,1,451.824,60,0,24,True
58189,78,9,10,3,30,60,1,517.36,60,0,24,True
58190,79,0,5,2,60,68,0,2053.988,64,1,24,True
58191,79,1,5,2,60,68,1,418.196,76,1,24,True
58192,79,2,5,2,60,68,0,439.899,43,1,24,True
58193,79,3,5,2,60,68,1,348.897,63,1,24,True
58194,79,4,5,2,60,68,1,515.685,58,0,24,True
58195,80,0,5,1,60,68,1,1499.974,72,1,24,True
58196,80,1,5,1,60,68,0,342.674,52,1,24,True
58197,80,2,5,1,60,68,0,375.928,59,1,24,True
58198,80,3,5,1,60,68,0,445.994,59,1,24,True
58199,80,4,5,1,60,68,1,289.389,76,0,24,True
58200,81,0,5,1,40,32,0,517.343,37,1,24,True
58201,81,1,5,1,40,32,0,374.648,44,1,24,True
58202,81,2,5,1,40,32,1,334.698,36,1,24,True
58203,81,3,5,1,40,32,0,389.511,47,1,24,True
58204,81,4,5,1,40,32,1,371.616,31,0,24,True
58205,82,0,5,2,60,30,0,563.024,54,1,24,True
58206,82,1,5,2,60,30,0,402.573,60,1,24,True
58207,82,2,5,2,60,30,1,552.4050000000001,33,1,24,True
58208,82,3,5,2,60,30,1,831.9590000000001,37,1,24,True
58209,82,4,5,2,60,30,0,539.736,55,0,24,True
58210,83,0,10,2,48,40,0,405.523,30,1,24,True
58211,83,1,10,2,48,40,0,306.558,44,1,24,True
58212,83,2,10,2,48,40,1,368.746,36,1,24,True
58213,83,3,10,2,48,40,1,772.464,36,1,24,True
58214,83,4,10,2,48,40,0,921.962,48,0,24,True
58215,83,5,10,2,48,40,0,386.659,54,0,24,True
58216,83,6,10,2,48,40,0,801.104,38,0,24,True
58217,83,7,10,2,48,40,0,374.384,48,0,24,True
58218,83,8,10,2,48,40,0,465.71,38,0,24,True
58219,83,9,10,2,48,40,0,310.637,52,0,24,True
58220,84,0,5,2,60,52,1,495.936,44,1,24,True
58221,84,1,5,2,60,52,0,409.299,55,1,24,True
58222,84,2,5,2,60,52,0,383.242,70,1,24,True
58223,84,3,5,2,60,52,1,390.301,60,1,24,True
58224,84,4,5,2,60,52,0,1012.196,79,0,24,True
58225,85,0,10,2,60,72,0,878.476,60,1,24,True
58226,85,1,10,2,60,72,0,869.417,66,1,24,True
58227,85,2,10,2,60,72,1,377.869,89,1,24,True
58228,85,3,10,2,60,72,1,423.544,61,1,24,True
58229,85,4,10,2,60,72,0,556.725,49,0,24,True
58230,85,5,10,2,60,72,1,251.24400000000003,82,0,24,True
58231,85,6,10,2,60,72,1,1272.159,80,0,24,True
58232,85,7,10,2,60,72,1,392.9500000000001,79,0,24,True
58233,85,8,10,2,60,72,1,414.853,79,0,24,True
58234,85,9,10,2,60,72,1,564.202,75,0,24,True
58235,86,0,5,2,40,32,0,473.478,48,1,24,True
58236,86,1,5,2,40,32,1,309.729,45,1,24,True
58237,86,2,5,2,40,32,0,360.848,45,1,24,True
58238,86,3,5,2,40,32,1,318.841,23,1,24,True
58239,86,4,5,2,40,32,0,534.593,34,0,24,True
58240,87,0,5,3,48,40,1,488.429,39,1,24,True
58241,87,1,5,3,48,40,0,392.175,56,1,24,True
58242,87,2,5,3,48,40,1,466.553,29,1,24,True
58243,87,3,5,3,48,40,1,669.333,31,1,24,True
58244,87,4,5,3,48,40,0,416.088,37,0,24,True
58245,88,0,5,2,28,40,0,426.126,26,1,24,True
58246,88,1,5,2,28,40,1,786.508,36,1,24,True
58247,88,2,5,2,28,40,0,549.2510000000001,15,1,24,True
58248,88,3,5,2,28,40,1,496.727,40,1,24,True
58249,88,4,5,2,28,40,1,482.948,38,0,24,True
58250,89,0,5,3,40,32,1,507.769,29,1,24,True
58251,89,1,5,3,40,32,0,326.932,42,1,24,True
58252,89,2,5,3,40,32,1,439.495,43,1,24,True
58253,89,3,5,3,40,32,1,787.8009999999999,38,1,24,True
58254,89,4,5,3,40,32,0,466.41,23,0,24,True
58255,90,0,10,3,60,52,1,598.4639999999999,52,1,24,True
58256,90,1,10,3,60,52,1,403.665,49,1,24,True
58257,90,2,10,3,60,52,1,425.747,54,1,24,True
58258,90,3,10,3,60,52,0,710.595,61,1,24,True
58259,90,4,10,3,60,52,0,488.577,70,0,24,True
58260,90,5,10,3,60,52,0,307.50300000000004,54,0,24,True
58261,90,6,10,3,60,52,0,451.616,58,0,24,True
58262,90,7,10,3,60,52,0,568.3190000000001,59,0,24,True
58263,90,8,10,3,60,52,0,350.15200000000004,49,0,24,True
58264,90,9,10,3,60,52,0,453.38,49,0,24,True
58265,91,0,10,1,40,52,1,2321.7340000000004,47,1,24,True
58266,91,1,10,1,40,52,0,360.794,47,1,24,True
58267,91,2,10,1,40,52,0,362.046,41,1,24,True
58268,91,3,10,1,40,52,0,376.373,48,1,24,True
58269,91,4,10,1,40,52,1,423.071,50,0,24,True
58270,91,5,10,1,40,52,1,628.7239999999999,49,0,24,True
58271,91,6,10,1,40,52,0,345.34,47,0,24,True
58272,91,7,10,1,40,52,1,344.75,54,0,24,True
58273,91,8,10,1,40,52,1,495.442,45,0,24,True
58274,91,9,10,1,40,52,1,551.7879999999999,63,0,24,True
58275,92,0,10,2,60,72,0,1005.133,62,1,24,True
58276,92,1,10,2,60,72,0,349.214,47,1,24,True
58277,92,2,10,2,60,72,1,516.751,77,1,24,True
58278,92,3,10,2,60,72,1,358.855,72,1,24,True
58279,92,4,10,2,60,72,1,406.976,77,0,24,True
58280,92,5,10,2,60,72,1,533.1320000000001,64,0,24,True
58281,92,6,10,2,60,72,0,348.42400000000004,60,0,24,True
58282,92,7,10,2,60,72,1,354.993,72,0,24,True
58283,92,8,10,2,60,72,1,610.008,73,0,24,True
58284,92,9,10,2,60,72,1,319.38899999999995,76,0,24,True
58285,93,0,10,1,40,20,0,2267.324,47,1,24,True
