"Subject" "Age" "Handedness" "Sex" "Counterbalance" "afleider" "brugofniet" "opgaveAbstr" "operator.SubTrial." "PostConf.RESP.SubTrial." "PreCj.RESP.SubTrial." "stim1.SubTrial." "stim2.SubTrial." "Target.ACC.SubTrial." "Target.RT.SubTrial." "Procedure.SubTrial." "antwoord.SubTrial."
"17868" 63 19 "right" "female" 1 "Incorrect_Related" "na" "XX*XX" "*" "1" 3 11 11 1 1352 "TrialProcStim" 132
"17869" 63 19 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "8" 8 4 56 0 959 "TrialProcStim" 223
"17870" 63 19 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 3 32 15 0 1870 "TrialProcStim" 27
"17871" 63 19 "right" "female" 1 "Correct" "Geen brug" "XX-X" "-" "1" 3 38 2 1 894 "TrialProcStim" 36
"17872" 63 19 "right" "female" 1 "Correct" "Brug" "XXX-XX" "-" "8" 8 156 63 1 2306 "TrialProcStim" 93
"17873" 63 19 "right" "female" 1 "Incorrect_Related" "na" "X*XX" "*" "2" 8 7 21 1 2372 "TrialProcStim" 140
"17874" 63 19 "right" "female" 1 "Incorrect_Related" "na" "X*XX" "*" "2" 8 9 24 1 2093 "TrialProcStim" 207
"17875" 63 19 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "2" 3 64 12 1 2530 "TrialProcStim" 58
"17876" 63 19 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "3" 8 888 62 0 1838 "TrialProcStim" 836
"17877" 63 19 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "8" 8 61 8 0 1501 "TrialProcStim" 549
"17878" 63 19 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "3" 8 46 27 1 1757 "TrialProcStim" 19
"17879" 63 19 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "8" 8 465 22 0 2572 "TrialProcStim" 447
"17880" 63 19 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "8" 8 81 37 0 909 "TrialProcStim" 44
"17881" 63 19 "right" "female" 1 "Correct" "na" "X*XX" "*" "8" 8 2 98 0 2133 "TrialProcStim" 196
"17882" 63 19 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "8" 8 55 3 1 1841 "TrialProcStim" 220
"17883" 63 19 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "8" 3 64 12 1 1739 "TrialProcStim" 42
"17884" 63 19 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "3" 8 452 369 1 2257 "TrialProcStim" 93
"17885" 63 19 "right" "female" 1 "Correct" "Geen brug" "XX-X" "-" "2" 3 58 6 1 1081 "TrialProcStim" 52
"17886" 63 19 "right" "female" 1 "Correct" "na" "XX*XX" "*" "3" 8 25 11 1 2559 "TrialProcStim" 275
"17887" 63 19 "right" "female" 1 "Correct" "Brug" "XXX-XX" "-" "3" 8 132 55 1 1782 "TrialProcStim" 77
"17888" 63 19 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "8" 3 35 17 1 1898 "TrialProcStim" 28
"17889" 63 19 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "2" 3 91 57 1 1856 "TrialProcStim" 34
"17890" 63 19 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "{SPACE}" 8 677 160 0 0 "TrialProcStim" 517
"17891" 63 19 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "3" 8 339 111 0 1950 "TrialProcStim" 218
"17892" 63 19 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "2" 3 59 1 1 1250 "TrialProcStim" 48
"17893" 63 19 "right" "female" 1 "Incorrect_Related" "na" "XX*XX" "*" "3" 8 15 31 0 1521 "TrialProcStim" 480
"17894" 63 19 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "3" 8 465 22 1 1701 "TrialProcStim" 453
"17895" 63 19 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "2" 3 66 7 1 1142 "TrialProcStim" 51
"17896" 63 19 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*X" "*" "8" 8 55 3 1 940 "TrialProcStim" 166
"17897" 63 19 "right" "female" 1 "Correct" "Brug" "XX-X" "-" "2" 3 51 9 1 1057 "TrialProcStim" 42
"17898" 63 19 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "8" 8 8 31 1 2195 "TrialProcStim" 247
"17899" 63 19 "right" "female" 1 "Correct" "Brug" "XXX-XX" "-" "8" 8 172 99 0 631 "TrialProcStim" 73
"17900" 63 19 "right" "female" 1 "Correct" "Brug" "XX-X" "-" "2" 3 42 5 1 821 "TrialProcStim" 37
"17901" 63 19 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "8" 8 963 52 1 1709 "TrialProcStim" 921
"17902" 63 19 "right" "female" 1 "Correct" "na" "XX*X" "*" "3" 8 16 4 1 1807 "TrialProcStim" 64
"17903" 63 19 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "8" 8 677 160 0 1803 "TrialProcStim" 513
"17904" 63 19 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 3 35 17 1 2470 "TrialProcStim" 12
"17905" 63 19 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "2" 3 31 9 1 1781 "TrialProcStim" 28
"17906" 63 19 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-X" "-" "2" 3 45 4 1 1001 "TrialProcStim" 42
"17907" 63 19 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*XX" "*" "8" 8 25 11 1 1154 "TrialProcStim" 274
"17908" 63 19 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "8" 8 398 66 0 1230 "TrialProcStim" 338
"17909" 63 19 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "3" 8 279 45 0 1731 "TrialProcStim" 236
"17910" 63 19 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "3" 8 537 444 0 1437 "TrialProcStim" 83
"17911" 63 19 "right" "female" 1 "Correct" "Brug" "XXX-XX" "-" "3" 8 148 56 1 1318 "TrialProcStim" 92
"17912" 63 19 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "3" 8 88 9 0 1710 "TrialProcStim" 71
"17913" 63 19 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "3" 8 989 577 1 1116 "TrialProcStim" 412
"17914" 63 19 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "8" 8 495 244 1 1564 "TrialProcStim" 251
"17915" 63 19 "right" "female" 1 "Incorrect_Related" "na" "XX*XX" "*" "8" 8 25 18 1 1177 "TrialProcStim" 475
"17916" 63 19 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "3" 8 254 188 1 1879 "TrialProcStim" 64
"17917" 63 19 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "3" 8 9 24 1 1299 "TrialProcStim" 215
"17918" 63 19 "right" "female" 1 "Incorrect_Related" "na" "XX*XX" "*" "2" 3 14 14 0 1417 "TrialProcStim" 182
"17919" 63 19 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "2" 3 24 5 1 1322 "TrialProcStim" 96
"17920" 63 19 "right" "female" 1 "Correct" "na" "XX*X" "*" "{SPACE}" 9 75 6 0 0 "TrialProcStim" 450
"17921" 63 19 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "3" 8 677 160 0 1689 "TrialProcStim" 527
"17922" 63 19 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "3" 3 39 18 0 2686 "TrialProcStim" 11
"17923" 63 19 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "2" 0 3 46 1 2877 "TrialProcStim" 139
"17924" 63 19 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "{SPACE}" 0 2 98 0 0 "TrialProcStim" 197
"17925" 63 19 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "3" 8 254 188 0 1264 "TrialProcStim" 76
"17926" 63 19 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "2" 3 77 5 1 1499 "TrialProcStim" 62
"17927" 63 19 "right" "female" 1 "Incorrect_Related" "na" "X*XX" "*" "1" 0 8 31 1 1412 "TrialProcStim" 240
"17928" 63 19 "right" "female" 1 "Correct" "Geen brug" "XX-XX" "-" "3" 8 58 16 1 2216 "TrialProcStim" 42
"17929" 63 19 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "8" 0 5 29 0 2416 "TrialProcStim" 146
"17930" 63 19 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-X" "-" "2" 3 42 5 1 1413 "TrialProcStim" 27
"17931" 63 19 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*X" "*" "8" 0 15 7 0 1317 "TrialProcStim" 104
"17932" 63 19 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "3" 9 576 225 0 2257 "TrialProcStim" 341
"17933" 63 19 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*X" "*" "1" 3 10 9 1 1305 "TrialProcStim" 89
"17934" 63 19 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "3" 8 172 99 0 1938 "TrialProcStim" 83
"17965" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "1" 9 45 9 1 2013 "TrialProcStim" 34
"17966" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "0" 9 537 444 0 1999 "TrialProcStim" 97
"17967" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "0" 9 119 52 0 1549 "TrialProcStim" 63
"17968" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "0" 9 172 99 0 1217 "TrialProcStim" 83
"17969" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "0" 9 66 29 1 1974 "TrialProcStim" 33
"17970" 64 21 "right" "female" 2 "Correct" "Brug" "XXX-XXX" "-" "8" 0 537 444 1 2302 "TrialProcStim" 93
"17971" 64 21 "right" "female" 2 "Correct" "Geen brug" "XX-X" "-" "0" 0 38 2 1 817 "TrialProcStim" 36
"17972" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "8" 9 452 369 1 1907 "TrialProcStim" 93
"17973" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "0" 0 58 16 1 1913 "TrialProcStim" 32
"17974" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "0" 0 42 5 1 1057 "TrialProcStim" 33
"17975" 64 21 "right" "female" 2 "Incorrect_Unrelated" "na" "X*XX" "*" "0" 9 2 98 0 1219 "TrialProcStim" 197
"17976" 64 21 "right" "female" 2 "Correct" "Brug" "XXX-XX" "-" "1" 9 119 52 1 1306 "TrialProcStim" 67
"17977" 64 21 "right" "female" 2 "Correct" "Brug" "XXX-XX" "-" "9" 9 148 56 1 1609 "TrialProcStim" 92
"17978" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 0 67 3 1 1835 "TrialProcStim" 54
"17979" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "0" 9 46 12 1 2203 "TrialProcStim" 36
"17980" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 0 77 5 1 1641 "TrialProcStim" 71
"17981" 64 21 "right" "female" 2 "Incorrect_Related" "na" "XX*X" "*" "0" 9 87 2 1 1861 "TrialProcStim" 261
"17982" 64 21 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "0" 9 784 431 0 777 "TrialProcStim" 343
"17983" 64 21 "right" "female" 2 "Incorrect_Unrelated" "na" "X*XX" "*" "1" 9 3 46 0 1350 "TrialProcStim" 139
"17984" 64 21 "right" "female" 2 "Correct" "Geen brug" "XX-X" "-" "0" 0 85 2 1 712 "TrialProcStim" 83
"17985" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "0" 0 72 51 1 1349 "TrialProcStim" 11
"17986" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "0" 9 75 26 1 2758 "TrialProcStim" 59
"17987" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "9" 9 32 15 0 2622 "TrialProcStim" 13
"17988" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "{SPACE}" 9 79 68 0 0 "TrialProcStim" 21
"17989" 64 21 "right" "female" 2 "Correct" "na" "XX*X" "*" "8" 2 61 8 0 1888 "TrialProcStim" 488
"17990" 64 21 "right" "female" 2 "Correct" "Brug" "XX-XX" "-" "9" 9 75 26 1 1983 "TrialProcStim" 49
"17991" 64 21 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "9" 9 888 62 0 1750 "TrialProcStim" 836
"17992" 64 21 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "0" 9 663 22 0 1818 "TrialProcStim" 631
"17993" 64 21 "right" "female" 2 "Correct" "Brug" "XX-X" "-" "0" 9 31 9 1 996 "TrialProcStim" 22
"17994" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "{SPACE}" 9 91 57 0 0 "TrialProcStim" 24
"17995" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "{SPACE}" 9 64 12 0 0 "TrialProcStim" 58
"17996" 64 21 "right" "female" 2 "Correct" "Brug" "XXX-XXX" "-" "8" 9 263 177 1 2252 "TrialProcStim" 86
"17997" 64 21 "right" "female" 2 "Last_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "8" 8 888 62 0 1670 "TrialProcStim" 824
"17998" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "1" 9 46 12 0 1599 "TrialProcStim" 24
"17999" 64 21 "right" "female" 2 "Correct" "Geen brug" "XXX-XXX" "-" "8" 8 677 160 1 2375 "TrialProcStim" 517
"18000" 64 21 "right" "female" 2 "Last_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "9" 8 599 63 1 1803 "TrialProcStim" 567
"18001" 64 21 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "9" 9 279 45 0 2141 "TrialProcStim" 224
"18002" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "9" 9 82 71 1 1984 "TrialProcStim" 21
"18003" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 9 38 2 1 2077 "TrialProcStim" 26
"18004" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "9" 9 94 8 0 1938 "TrialProcStim" 84
"18005" 64 21 "right" "female" 2 "Last_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "9" 9 465 22 1 1205 "TrialProcStim" 447
"18006" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 0 77 5 1 1535 "TrialProcStim" 62
"18007" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "{SPACE}" 9 172 99 0 0 "TrialProcStim" 77
"18008" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "9" 9 326 253 1 978 "TrialProcStim" 77
"18009" 64 21 "right" "female" 2 "Correct" "Geen brug" "XX-XX" "-" "0" 9 58 16 1 1003 "TrialProcStim" 42
"18010" 64 21 "right" "female" 2 "Correct" "na" "X*XX" "*" "0" 9 4 56 1 1295 "TrialProcStim" 224
"18011" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-X" "-" "0" 0 66 7 1 1126 "TrialProcStim" 49
"18012" 64 21 "right" "female" 2 "Correct" "Brug" "XXX-XX" "-" "3" 9 156 63 0 1694 "TrialProcStim" 93
"18013" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "3" 3 537 444 1 2255 "TrialProcStim" 83
"18014" 64 21 "right" "female" 2 "Correct" "na" "X*XX" "*" "3" 1 8 31 0 1705 "TrialProcStim" 248
"18015" 64 21 "right" "female" 2 "Correct" "na" "XX*X" "*" "0" 9 24 5 1 1104 "TrialProcStim" 120
"18016" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "3" 9 119 52 1 1311 "TrialProcStim" 77
"18017" 64 21 "right" "female" 2 "Incorrect_Related" "na" "XX*XX" "*" "0" 9 25 11 0 2263 "TrialProcStim" 250
"18018" 64 21 "right" "female" 2 "Incorrect_Related" "na" "XX*XX" "*" "8" 9 25 18 0 2463 "TrialProcStim" 475
"18019" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "8" 9 98 64 0 1066 "TrialProcStim" 36
"18020" 64 21 "right" "female" 2 "Correct" "Brug" "XX-XX" "-" "8" 9 66 29 1 1810 "TrialProcStim" 37
"18021" 64 21 "right" "female" 2 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "8" 8 888 574 0 1904 "TrialProcStim" 316
"18022" 64 21 "right" "female" 2 "Incorrect_Related" "na" "X*XX" "*" "0" 9 2 98 0 1218 "TrialProcStim" 198
"18023" 64 21 "right" "female" 2 "Incorrect_Unrelated" "na" "X*XX" "*" "0" 8 8 31 0 1472 "TrialProcStim" 247
"18024" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-X" "-" "0" 9 88 9 1 1635 "TrialProcStim" 69
"18025" 64 21 "right" "female" 2 "Correct" "Geen brug" "XXX-XXX" "-" "{SPACE}" 3 479 105 0 0 "TrialProcStim" 374
"18026" 64 21 "right" "female" 2 "Correct" "na" "XX*XX" "*" "0" 9 14 14 0 1083 "TrialProcStim" 196
"18027" 64 21 "right" "female" 2 "Correct" "Geen brug" "XXX-XX" "-" "0" 9 663 22 1 1927 "TrialProcStim" 641
"18028" 64 21 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "9" 9 774 53 1 792 "TrialProcStim" 711
"18029" 64 21 "right" "female" 2 "Correct" "Brug" "XX-X" "-" "0" 9 42 5 1 1842 "TrialProcStim" 37
"18030" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "0" 9 64 12 0 2136 "TrialProcStim" 42
"18031" 64 21 "right" "female" 2 "Incorrect_Related" "na" "XX*XX" "*" "8" 8 11 11 1 2084 "TrialProcStim" 132
"18032" 64 21 "right" "female" 2 "Incorrect_Related" "na" "XX*XX" "*" "9" 8 13 13 0 2389 "TrialProcStim" 156
"18033" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "8" 2 652 559 0 2980 "TrialProcStim" 83
"18034" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-X" "-" "8" 9 71 9 1 1914 "TrialProcStim" 52
"18035" 64 21 "right" "female" 2 "Incorrect_Related" "na" "X*XX" "*" "8" 3 4 56 0 2119 "TrialProcStim" 220
"18036" 64 21 "right" "female" 2 "Correct" "Geen brug" "XXX-XX" "-" "9" 9 774 53 1 1105 "TrialProcStim" 721
"18037" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "9" 8 39 18 0 2151 "TrialProcStim" 29
"18038" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "8" 9 72 51 0 2059 "TrialProcStim" 29
"18039" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "8" 9 66 29 0 1727 "TrialProcStim" 27
"18040" 64 21 "right" "female" 2 "Incorrect_Related" "na" "XX*X" "*" "8" 9 24 5 1 1454 "TrialProcStim" 96
"18041" 64 21 "right" "female" 2 "Correct" "na" "X*XX" "*" "0" 9 2 98 1 1302 "TrialProcStim" 196
"18042" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-X" "-" "0" 0 42 5 1 1078 "TrialProcStim" 27
"18043" 64 21 "right" "female" 2 "Correct" "Brug" "XXX-XXX" "-" "9" 9 788 699 1 1831 "TrialProcStim" 89
"18044" 64 21 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*XX" "*" "2" 2 25 18 1 2033 "TrialProcStim" 451
"18045" 64 21 "right" "female" 2 "Incorrect_Related" "na" "XX*X" "*" "9" 9 55 3 1 1130 "TrialProcStim" 220
"18046" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 0 99 8 1 1654 "TrialProcStim" 81
"18047" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 0 58 6 1 1188 "TrialProcStim" 42
"18048" 64 21 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*X" "*" "0" 0 10 9 1 1030 "TrialProcStim" 89
"18049" 64 21 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*XX" "*" "9" 9 13 13 1 1594 "TrialProcStim" 168
"18050" 64 21 "right" "female" 2 "Correct" "Geen brug" "XX-X" "-" "0" 0 45 4 1 891 "TrialProcStim" 41
"18051" 64 21 "right" "female" 2 "Correct" "na" "XX*XX" "*" "8" 1 50 21 1 2122 "TrialProcStim" 1050
"18052" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 0 99 8 1 1316 "TrialProcStim" 92
"18053" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "8" 0 123 66 0 1442 "TrialProcStim" 53
"18054" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "8" 9 39 18 1 2240 "TrialProcStim" 11
"18055" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "0" 0 66 7 1 1535 "TrialProcStim" 51
"18056" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 0 85 2 1 2332 "TrialProcStim" 82
"18057" 64 21 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*XX" "*" "0" 9 11 11 0 1828 "TrialProcStim" 122
"18058" 64 21 "right" "female" 2 "Incorrect_Related" "na" "XX*X" "*" "0" 9 15 7 0 2115 "TrialProcStim" 90
"18059" 64 21 "right" "female" 2 "Correct" "Brug" "XX-XX" "-" "9" 8 32 15 1 1530 "TrialProcStim" 17
"18060" 64 21 "right" "female" 2 "Correct" "Brug" "XX-X" "-" "0" 9 71 9 1 892 "TrialProcStim" 62
"18061" 64 21 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*X" "*" "9" 9 87 2 0 1220 "TrialProcStim" 175
"18062" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "9" 9 132 55 0 882 "TrialProcStim" 73
"18063" 64 21 "right" "female" 2 "Correct" "Brug" "XX-X" "-" "0" 9 88 9 1 710 "TrialProcStim" 79
"18064" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "8" 9 81 37 1 1295 "TrialProcStim" 46
"18065" 64 21 "right" "female" 2 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "8" 8 784 431 0 1182 "TrialProcStim" 357
"18066" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "3" 8 75 26 0 1225 "TrialProcStim" 41
"18067" 64 21 "right" "female" 2 "Incorrect_Related" "na" "XX*XX" "*" "8" 3 50 21 1 1930 "TrialProcStim" 1000
"18068" 64 21 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "{SPACE}" 8 465 22 0 0 "TrialProcStim" 453
"18069" 64 21 "right" "female" 2 "Incorrect_Related" "na" "XX*XX" "*" "8" 8 15 31 0 1292 "TrialProcStim" 480
"18070" 64 21 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*X" "*" "3" 9 15 7 0 2304 "TrialProcStim" 104
"18071" 64 21 "right" "female" 2 "Correct" "Brug" "XX-XX" "-" "3" 8 46 27 0 2634 "TrialProcStim" 19
"18072" 64 21 "right" "female" 2 "Correct" "Geen brug" "XX-X" "-" "0" 9 58 6 1 1405 "TrialProcStim" 52
"18073" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-X" "-" "0" 9 45 9 1 1505 "TrialProcStim" 26
"18074" 64 21 "right" "female" 2 "Correct" "Brug" "XX-XX" "-" "0" 9 35 17 1 2610 "TrialProcStim" 18
"18075" 64 21 "right" "female" 2 "Correct" "Geen brug" "XX-XX" "-" "0" 9 98 64 1 1581 "TrialProcStim" 34
"18076" 64 21 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*XX" "*" "9" 2 25 11 0 1021 "TrialProcStim" 274
"18077" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "8" 8 52 16 0 1079 "TrialProcStim" 34
"18078" 64 21 "right" "female" 2 "Correct" "Brug" "XXX-XXX" "-" "3" 2 326 253 0 2954 "TrialProcStim" 73
"18079" 64 21 "right" "female" 2 "Correct" "Brug" "XX-XX" "-" "8" 8 91 57 1 1138 "TrialProcStim" 34
"18080" 64 21 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "9" 9 398 66 1 2802 "TrialProcStim" 322
"18081" 64 21 "right" "female" 2 "Correct" "Brug" "XXX-XX" "-" "3" 9 105 22 1 1569 "TrialProcStim" 83
"18082" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "8" 9 51 9 0 1340 "TrialProcStim" 48
"18083" 64 21 "right" "female" 2 "Correct" "Geen brug" "XXX-XXX" "-" "3" 3 576 225 1 2773 "TrialProcStim" 351
"18084" 64 21 "right" "female" 2 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "8" 8 989 577 0 1204 "TrialProcStim" 418
"18085" 64 21 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*X" "*" "3" 1 61 8 1 1485 "TrialProcStim" 489
"18086" 64 21 "right" "female" 2 "Incorrect_Related" "na" "XX*X" "*" "1" 0 16 4 0 2559 "TrialProcStim" 80
"18087" 64 21 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "9" 8 123 66 0 2262 "TrialProcStim" 67
"18088" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "1" 9 82 71 1 1224 "TrialProcStim" 19
"18089" 64 21 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "9" 9 88 9 1 1944 "TrialProcStim" 71
"18090" 64 21 "right" "female" 2 "Correct" "Brug" "XXX-XX" "-" "8" 8 132 55 1 1777 "TrialProcStim" 77
"18091" 64 21 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "9" 8 677 160 1 1300 "TrialProcStim" 527
