,participant,trial,A_feature1,A_feature2,A_feature3,A_feature4,B_feature1,B_feature2,B_feature3,B_feature4,decisions
5805,60,45,0,1,0,0,1,1,1,1,1
5806,60,46,0,1,1,0,1,0,0,0,0
5807,60,47,0,0,0,1,1,0,0,0,1
5808,60,48,0,0,1,1,1,0,1,0,1
5809,60,49,0,1,0,1,1,1,0,0,1
5810,60,50,0,1,1,1,1,1,1,0,1
5811,60,51,1,0,1,0,0,0,1,1,0
5812,60,52,1,0,0,0,0,0,0,1,0
5813,60,53,0,1,1,0,1,0,0,0,1
5814,60,54,1,0,1,1,0,0,0,0,0
5815,60,55,1,1,1,0,0,1,1,1,0
5816,60,56,1,1,0,1,0,0,0,1,0
5817,60,57,0,1,0,1,1,1,0,0,1
5818,60,58,0,0,1,0,1,1,1,0,1
5819,60,59,0,1,1,0,1,0,0,0,0
5820,60,60,0,1,1,1,1,0,0,1,0
5821,60,61,1,0,1,1,0,0,0,0,0
5822,60,62,1,0,1,0,0,0,1,1,0
5823,60,63,1,1,1,0,0,0,1,0,0
5824,60,64,0,0,0,0,1,0,1,1,1
5825,60,65,1,0,1,1,0,0,0,0,0
5826,60,66,1,0,0,1,0,1,1,1,1
5827,60,67,1,1,1,0,0,1,1,1,0
5828,60,68,0,1,1,1,1,1,1,0,1
5829,60,69,1,1,0,0,0,1,0,1,0
5830,60,70,1,1,1,1,0,1,0,0,0
5831,60,71,1,1,0,0,0,1,0,1,0
5832,60,72,0,1,1,0,1,0,0,0,0
5833,60,73,1,0,0,0,0,0,0,1,0
5834,60,74,1,1,0,0,0,1,0,1,0
5835,60,75,1,0,0,0,0,1,1,0,0
5836,60,76,0,0,0,1,1,1,0,1,1
5837,60,77,1,1,1,0,0,1,1,1,0
5838,60,78,0,0,0,0,1,1,0,0,1
5839,60,79,1,0,0,0,0,0,0,1,0
5840,60,80,0,0,0,0,1,1,0,0,1
5841,60,81,1,0,0,0,0,1,1,0,1
5842,60,82,0,0,1,0,1,1,1,0,1
5843,60,83,0,1,1,0,1,0,0,0,0
5844,60,84,0,1,1,0,1,0,0,0,0
5845,60,85,1,1,0,1,0,0,0,1,0
5846,60,86,0,0,0,0,1,0,1,1,1
5847,60,87,0,1,1,1,1,0,0,1,0
5848,60,88,1,1,0,0,0,0,0,0,0
5849,60,89,1,0,0,0,0,1,1,0,1
5850,60,90,0,0,0,0,1,1,0,0,1
5851,60,91,0,1,1,0,1,0,0,0,1
5852,60,92,1,0,0,0,0,1,1,0,1
5853,60,93,0,0,1,1,1,1,1,1,1
5854,60,94,0,1,0,0,1,1,1,1,1
5855,60,95,1,1,0,0,0,0,0,0,0
5856,61,0,1,0,0,1,0,1,1,1,1
5857,61,1,0,1,1,0,1,0,0,0,0
5858,61,2,1,1,1,1,0,1,0,0,0
5859,61,3,0,0,1,1,1,0,1,0,1
5860,61,4,0,0,1,1,1,1,1,1,1
5861,61,5,1,0,0,1,0,1,1,1,1
5862,61,6,1,1,0,0,0,1,0,1,0
5863,61,7,0,1,0,0,1,1,1,1,1
5864,61,8,1,0,1,0,0,0,1,1,0
5865,61,9,1,0,0,1,0,1,1,1,1
5866,61,10,0,1,1,1,1,1,1,0,1
5867,61,11,1,0,0,0,0,0,0,1,0
5868,61,12,1,1,0,0,0,1,0,1,0
5869,61,13,1,0,0,0,0,0,0,1,0
5870,61,14,1,0,0,0,0,1,1,0,1
5871,61,15,0,0,0,1,1,0,0,0,1
5872,61,16,0,1,0,1,1,1,0,0,1
5873,61,17,0,1,1,1,1,1,1,0,1
5874,61,18,0,1,0,1,1,1,0,0,1
5875,61,19,0,1,1,1,1,0,0,1,0
5876,61,20,1,1,1,0,0,0,1,0,0
5877,61,21,1,0,0,0,0,1,1,0,1
5878,61,22,0,1,1,1,1,0,0,1,0
5879,61,23,1,0,0,1,0,1,1,1,1
5880,61,24,1,0,1,1,0,0,0,0,0
5881,61,25,1,1,1,1,0,0,1,1,0
5882,61,26,1,1,1,0,0,1,1,1,0
5883,61,27,0,0,0,1,1,0,0,0,1
5884,61,28,0,0,0,0,1,1,0,0,1
5885,61,29,0,1,1,1,1,0,0,1,0
5886,61,30,1,0,0,0,0,0,0,1,0
5887,61,31,1,0,0,1,0,1,1,1,1
5888,61,32,1,1,1,0,0,1,1,1,0
5889,61,33,1,0,0,0,0,0,0,1,0
5890,61,34,1,1,0,0,0,0,0,0,0
5891,61,35,1,1,1,1,0,0,1,1,0
5892,61,36,1,1,0,0,0,1,0,1,0
5893,61,37,0,0,0,0,1,1,0,0,1
5894,61,38,0,0,0,0,1,0,1,1,1
5895,61,39,0,0,1,1,1,0,1,0,1
5896,61,40,0,1,1,0,1,0,0,0,0
5897,61,41,0,0,1,1,1,1,1,1,1
5898,61,42,1,0,0,1,0,1,1,1,1
5899,61,43,1,0,0,0,0,1,1,0,1
5900,61,44,0,0,0,1,1,1,0,1,1
5901,61,45,0,1,0,1,1,1,0,0,1
5902,61,46,1,1,0,1,0,0,0,1,0
5903,61,47,1,1,1,1,0,1,0,0,0
5904,61,48,1,0,0,1,0,1,1,1,1
5905,61,49,1,1,1,0,0,1,1,1,0
5906,61,50,0,0,1,1,1,0,1,0,1
5907,61,51,1,1,0,0,0,1,0,1,0
5908,61,52,0,0,0,0,1,0,1,1,1
5909,61,53,1,0,0,0,0,1,1,0,1
5910,61,54,0,1,1,1,1,1,1,0,1
5911,61,55,0,0,0,1,1,1,0,1,1
5912,61,56,1,0,0,1,0,1,1,1,1
5913,61,57,1,1,1,0,0,1,1,1,0
5914,61,58,1,0,0,0,0,1,1,0,1
5915,61,59,1,0,1,1,0,0,0,0,0
5916,61,60,0,1,1,0,1,0,0,0,0
5917,61,61,0,1,1,1,1,0,0,1,0
5918,61,62,0,1,1,0,1,0,0,0,0
5919,61,63,1,1,1,0,0,0,1,0,0
5920,61,64,0,0,1,0,1,1,1,0,1
5921,61,65,1,0,1,1,0,0,0,0,0
5922,61,66,0,1,1,0,1,0,0,0,0
5923,61,67,0,0,0,0,1,0,1,1,1
5924,61,68,1,1,0,1,0,0,0,1,0
5925,61,69,0,1,1,1,1,0,0,1,0
5926,61,70,0,1,0,1,1,1,0,0,1
5927,61,71,1,0,1,0,0,0,1,1,0
5928,61,72,0,1,1,0,1,0,0,0,0
5929,61,73,0,1,1,0,1,0,0,0,0
5930,61,74,1,0,0,0,0,1,1,0,1
5931,61,75,0,0,0,1,1,0,0,0,1
5932,61,76,0,1,1,1,1,0,0,1,0
5933,61,77,0,1,1,1,1,1,1,0,1
5934,61,78,1,1,1,1,0,1,0,0,0
5935,61,79,0,1,1,0,1,0,0,0,0
5936,61,80,0,1,1,1,1,0,0,1,0
5937,61,81,0,0,1,0,1,1,1,0,1
5938,61,82,0,1,0,0,1,1,1,1,1
5939,61,83,0,0,1,1,1,0,1,0,1
5940,61,84,0,0,0,1,1,0,0,0,1
5941,61,85,1,0,0,0,0,1,1,0,1
5942,61,86,1,1,1,0,0,0,1,0,0
5943,61,87,1,0,1,0,0,0,1,1,0
5944,61,88,0,0,0,0,1,1,0,0,1
5945,61,89,1,0,1,0,0,0,1,1,0
5946,61,90,1,0,0,0,0,1,1,0,1
5947,61,91,1,1,0,1,0,0,0,1,0
5948,61,92,1,1,0,0,0,0,0,0,0
5949,61,93,0,1,1,1,1,0,0,1,0
5950,61,94,1,1,0,0,0,0,0,0,0
5951,61,95,1,1,1,1,0,0,1,1,0
5952,62,0,1,1,0,0,0,1,0,1,0
5953,62,1,1,0,1,1,0,0,0,0,0
5954,62,2,0,1,1,0,1,0,0,0,0
5955,62,3,1,1,1,0,0,0,1,0,0
5956,62,4,0,0,0,0,1,0,1,1,1
5957,62,5,1,0,0,0,0,0,0,1,0
5958,62,6,0,0,0,0,1,0,1,1,1
5959,62,7,1,1,1,1,0,0,1,1,0
5960,62,8,1,0,0,0,0,1,1,0,1
5961,62,9,1,0,1,0,0,0,1,1,0
5962,62,10,1,0,0,1,0,1,1,1,1
5963,62,11,1,1,0,0,0,0,0,0,0
5964,62,12,1,0,0,1,0,1,1,1,1
5965,62,13,0,1,1,0,1,0,0,0,0
5966,62,14,1,1,0,1,0,0,0,1,0
5967,62,15,1,0,0,1,0,1,1,1,1
5968,62,16,1,0,1,0,0,0,1,1,0
5969,62,17,1,1,1,1,0,0,1,1,0
5970,62,18,1,0,1,0,0,0,1,1,0
5971,62,19,1,1,1,0,0,1,1,1,0
5972,62,20,1,1,1,1,0,1,0,0,0
5973,62,21,0,1,1,1,1,1,1,0,1
5974,62,22,0,1,0,1,1,1,0,0,1
5975,62,23,0,0,0,1,1,0,0,0,1
5976,62,24,0,1,1,1,1,0,0,1,0
5977,62,25,1,1,0,1,0,0,0,1,0
5978,62,26,1,0,0,0,0,1,1,0,1
5979,62,27,0,0,1,1,1,0,1,0,1
5980,62,28,0,1,1,1,1,0,0,1,0
5981,62,29,0,1,1,1,1,1,1,0,1
5982,62,30,0,1,1,1,1,0,0,1,0
5983,62,31,1,0,0,0,0,1,1,0,1
5984,62,32,0,0,1,1,1,0,1,0,1
5985,62,33,1,0,0,1,0,1,1,1,1
5986,62,34,0,1,1,1,1,1,1,0,1
5987,62,35,0,0,0,1,1,1,0,1,1
5988,62,36,1,1,1,0,0,1,1,1,0
5989,62,37,1,0,0,0,0,1,1,0,0
5990,62,38,1,0,0,1,0,1,1,1,1
5991,62,39,1,1,0,0,0,0,0,0,0
5992,62,40,0,0,1,1,1,0,1,0,1
5993,62,41,1,1,0,0,0,1,0,1,0
5994,62,42,1,0,0,0,0,0,0,1,0
5995,62,43,1,0,1,1,0,0,0,0,0
5996,62,44,0,1,1,1,1,0,0,1,0
5997,62,45,0,1,1,0,1,0,0,0,0
5998,62,46,0,0,0,1,1,0,0,0,1
5999,62,47,1,0,0,0,0,1,1,0,1
6000,62,48,0,0,1,0,1,1,1,0,1
6001,62,49,1,0,0,0,0,1,1,0,1
6002,62,50,1,0,0,0,0,0,0,1,0
6003,62,51,0,0,1,1,1,0,1,0,1
6004,62,52,0,0,0,1,1,0,0,0,1
6005,62,53,1,0,1,0,0,0,1,1,0
6006,62,54,0,1,1,0,1,0,0,0,1
6007,62,55,1,1,1,0,0,0,1,0,0
6008,62,56,0,1,1,1,1,0,0,1,0
6009,62,57,0,1,1,0,1,0,0,0,0
6010,62,58,0,0,1,1,1,1,1,1,1
6011,62,59,0,1,0,1,1,1,0,0,1
6012,62,60,1,0,0,0,0,0,0,1,0
6013,62,61,0,0,0,0,1,1,0,0,1
6014,62,62,1,1,0,0,0,1,0,1,0
6015,62,63,0,1,1,0,1,0,0,0,0
6016,62,64,0,1,1,0,1,0,0,0,0
6017,62,65,1,0,0,0,0,1,1,0,1
6018,62,66,1,1,1,1,0,1,0,0,0
6019,62,67,1,0,0,1,0,1,1,1,1
6020,62,68,1,1,1,0,0,1,1,1,0
6021,62,69,0,0,0,0,1,1,0,0,1
6022,62,70,1,0,0,0,0,1,1,0,1
6023,62,71,0,0,1,0,1,1,1,0,1
6024,62,72,1,0,0,1,0,1,1,1,1
6025,62,73,0,1,1,1,1,1,1,0,1
6026,62,74,0,1,1,1,1,0,0,1,0
6027,62,75,1,1,1,1,0,0,1,1,0
6028,62,76,0,0,0,0,1,1,0,0,1
6029,62,77,1,1,1,0,0,1,1,1,0
6030,62,78,0,0,1,1,1,1,1,1,1
6031,62,79,1,1,0,0,0,1,0,1,0
6032,62,80,1,1,1,1,0,1,0,0,0
6033,62,81,0,0,0,1,1,0,0,0,1
6034,62,82,1,1,0,0,0,0,0,0,0
6035,62,83,1,1,0,1,0,0,0,1,0
6036,62,84,0,1,1,1,1,0,0,1,0
6037,62,85,0,1,0,1,1,1,0,0,1
6038,62,86,0,0,0,0,1,0,1,1,1
6039,62,87,1,0,1,1,0,0,0,0,0
6040,62,88,0,1,0,1,1,1,0,0,1
6041,62,89,0,1,1,0,1,0,0,0,0
6042,62,90,1,1,1,0,0,0,1,0,0
6043,62,91,0,1,0,0,1,1,1,1,1
6044,62,92,0,0,0,1,1,1,0,1,1
6045,62,93,1,0,0,1,0,1,1,1,1
6046,62,94,0,1,0,0,1,1,1,1,1
6047,62,95,0,1,1,1,1,0,0,1,0
6048,63,0,0,1,1,0,1,0,0,0,0
6049,63,1,1,0,0,1,0,1,1,1,1
6050,63,2,1,1,1,0,0,0,1,0,0
6051,63,3,1,1,1,0,0,1,1,1,0
6052,63,4,1,0,1,0,0,0,1,1,0
6053,63,5,1,1,0,0,0,0,0,0,0
6054,63,6,0,0,0,1,1,0,0,0,1
6055,63,7,0,1,1,1,1,0,0,1,0
6056,63,8,1,1,1,1,0,1,0,0,0
6057,63,9,1,0,0,0,0,0,0,1,0
6058,63,10,0,0,0,1,1,1,0,1,1
6059,63,11,0,1,1,1,1,1,1,0,1
6060,63,12,1,0,1,0,0,0,1,1,0
6061,63,13,0,0,0,1,1,1,0,1,1
6062,63,14,1,1,1,0,0,1,1,1,0
6063,63,15,1,1,1,0,0,0,1,0,0
6064,63,16,1,0,0,1,0,1,1,1,1
6065,63,17,1,0,1,1,0,0,0,0,0
6066,63,18,0,1,0,0,1,1,1,1,1
6067,63,19,1,0,0,0,0,1,1,0,1
6068,63,20,0,0,0,1,1,0,0,0,1
6069,63,21,0,0,1,1,1,0,1,0,1
6070,63,22,1,1,1,1,0,1,0,0,0
6071,63,23,1,1,1,1,0,0,1,1,0
6072,63,24,0,1,1,1,1,0,0,1,0
6073,63,25,1,0,0,1,0,1,1,1,1
6074,63,26,0,1,1,0,1,0,0,0,1
6075,63,27,0,1,1,0,1,0,0,0,1
6076,63,28,1,1,0,0,0,1,0,1,0
6077,63,29,0,0,0,1,1,0,0,0,1
6078,63,30,1,0,0,0,0,0,0,1,0
6079,63,31,1,0,0,0,0,1,1,0,0
6080,63,32,0,1,1,1,1,1,1,0,0
6081,63,33,0,1,0,1,1,1,0,0,1
6082,63,34,1,1,0,0,0,0,0,0,0
6083,63,35,0,0,1,1,1,0,1,0,1
6084,63,36,0,1,0,1,1,1,0,0,1
6085,63,37,1,0,0,1,0,1,1,1,1
6086,63,38,1,1,1,0,0,1,1,1,0
6087,63,39,1,0,0,1,0,1,1,1,1
6088,63,40,1,0,1,1,0,0,0,0,0
6089,63,41,1,0,0,0,0,0,0,1,0
6090,63,42,0,0,0,0,1,0,1,1,1
6091,63,43,0,0,1,0,1,1,1,0,1
6092,63,44,1,1,1,1,0,0,1,1,0
6093,63,45,0,1,1,1,1,1,1,0,1
6094,63,46,0,0,0,1,1,0,0,0,1
6095,63,47,1,0,0,1,0,1,1,1,1
6096,63,48,0,0,1,0,1,1,1,0,1
6097,63,49,1,1,0,1,0,0,0,1,0
6098,63,50,1,1,0,1,0,0,0,1,0
6099,63,51,0,1,1,0,1,0,0,0,0
6100,63,52,0,1,1,0,1,0,0,0,0
6101,63,53,0,1,1,1,1,0,0,1,0
6102,63,54,1,0,1,1,0,0,0,0,0
6103,63,55,0,0,0,0,1,1,0,0,1
6104,63,56,0,0,1,1,1,0,1,0,1
6105,63,57,1,1,1,0,0,0,1,0,0
6106,63,58,0,1,1,1,1,1,1,0,1
6107,63,59,0,1,1,1,1,0,0,1,0
6108,63,60,1,1,0,0,0,1,0,1,0
6109,63,61,1,0,1,0,0,0,1,1,0
6110,63,62,0,1,0,0,1,1,1,1,1
6111,63,63,1,0,0,0,0,0,0,1,0
6112,63,64,0,0,0,0,1,0,1,1,1
6113,63,65,1,0,0,0,0,1,1,0,1
6114,63,66,0,0,0,0,1,1,0,0,1
6115,63,67,0,1,1,0,1,0,0,0,0
6116,63,68,0,0,1,1,1,0,1,0,1
6117,63,69,1,0,0,0,0,1,1,0,1
6118,63,70,1,1,1,1,0,0,1,1,0
6119,63,71,0,1,1,1,1,0,0,1,0
6120,63,72,0,1,0,1,1,1,0,0,1
6121,63,73,0,1,1,1,1,0,0,1,0
6122,63,74,0,0,0,0,1,0,1,1,1
6123,63,75,1,1,1,0,0,1,1,1,0
6124,63,76,0,0,1,1,1,1,1,1,1
6125,63,77,1,0,1,0,0,0,1,1,0
6126,63,78,1,1,0,0,0,1,0,1,0
6127,63,79,0,0,1,1,1,1,1,1,1
6128,63,80,0,1,0,1,1,1,0,0,1
6129,63,81,1,0,0,1,0,1,1,1,1
6130,63,82,1,0,0,1,0,1,1,1,1
6131,63,83,1,1,0,0,0,0,0,0,0
6132,63,84,1,0,0,0,0,1,1,0,1
6133,63,85,0,1,1,0,1,0,0,0,0
6134,63,86,1,0,0,0,0,1,1,0,1
6135,63,87,0,0,0,0,1,1,0,0,1
6136,63,88,1,1,0,0,0,1,0,1,0
6137,63,89,1,1,0,1,0,0,0,1,0
6138,63,90,1,0,0,0,0,1,1,0,1
6139,63,91,1,1,1,1,0,1,0,0,0
6140,63,92,0,1,1,1,1,0,0,1,0
6141,63,93,1,0,0,0,0,1,1,0,1
6142,63,94,0,1,1,0,1,0,0,0,0
6143,63,95,0,1,1,1,1,0,0,1,0
6144,64,0,1,0,0,0,0,1,1,0,1
6145,64,1,1,0,0,0,0,1,1,0,1
6146,64,2,0,0,0,1,1,0,0,0,1
6147,64,3,1,0,0,0,0,1,1,0,1
6148,64,4,1,1,1,1,0,0,1,1,0
6149,64,5,0,1,1,1,1,0,0,1,0
6150,64,6,1,0,0,0,0,0,0,1,0
6151,64,7,0,1,1,1,1,0,0,1,0
6152,64,8,1,0,0,0,0,1,1,0,1
6153,64,9,0,0,0,1,1,0,0,0,1
6154,64,10,0,1,1,1,1,0,0,1,0
6155,64,11,1,1,0,0,0,1,0,1,0
6156,64,12,1,0,0,0,0,1,1,0,1
6157,64,13,0,1,0,1,1,1,0,0,1
6158,64,14,1,1,1,0,0,1,1,1,0
6159,64,15,1,1,0,0,0,0,0,0,0
6160,64,16,1,0,0,0,0,1,1,0,1
6161,64,17,1,1,0,0,0,0,0,0,0
6162,64,18,0,0,0,0,1,1,0,0,1
6163,64,19,0,0,0,0,1,0,1,1,1
6164,64,20,0,1,0,0,1,1,1,1,1
6165,64,21,1,0,0,1,0,1,1,1,1
6166,64,22,0,1,1,0,1,0,0,0,0
6167,64,23,0,1,1,1,1,1,1,0,1
6168,64,24,0,0,1,1,1,0,1,0,1
6169,64,25,0,0,1,0,1,1,1,0,1
6170,64,26,1,0,0,1,0,1,1,1,1
6171,64,27,1,0,1,0,0,0,1,1,0
6172,64,28,0,0,0,1,1,1,0,1,1
6173,64,29,0,0,1,1,1,0,1,0,1
6174,64,30,0,1,0,0,1,1,1,1,1
6175,64,31,1,1,1,0,0,0,1,0,0
6176,64,32,1,1,0,1,0,0,0,1,0
6177,64,33,0,0,1,1,1,0,1,0,1
6178,64,34,1,1,1,1,0,1,0,0,0
6179,64,35,0,0,0,0,1,1,0,0,1
6180,64,36,0,1,1,0,1,0,0,0,0
6181,64,37,1,0,1,0,0,0,1,1,0
6182,64,38,1,1,1,0,0,0,1,0,0
6183,64,39,0,0,0,0,1,0,1,1,1
6184,64,40,1,0,1,0,0,0,1,1,0
6185,64,41,1,1,0,1,0,0,0,1,0
6186,64,42,1,1,0,0,0,1,0,1,0
6187,64,43,1,0,0,0,0,1,1,0,1
6188,64,44,0,1,1,1,1,1,1,0,1
6189,64,45,1,1,1,0,0,1,1,1,0
6190,64,46,0,1,1,1,1,0,0,1,0
6191,64,47,1,0,0,0,0,0,0,1,0
6192,64,48,1,0,0,1,0,1,1,1,1
6193,64,49,0,1,1,1,1,1,1,0,1
6194,64,50,1,1,1,1,0,0,1,1,0
6195,64,51,0,1,0,1,1,1,0,0,1
6196,64,52,1,1,1,1,0,1,0,0,0
6197,64,53,1,1,0,0,0,0,0,0,0
6198,64,54,0,1,0,1,1,1,0,0,1
6199,64,55,0,1,1,1,1,1,1,0,1
6200,64,56,1,0,0,1,0,1,1,1,1
6201,64,57,1,0,0,0,0,1,1,0,1
6202,64,58,0,0,0,1,1,0,0,0,1
6203,64,59,0,1,1,0,1,0,0,0,0
6204,64,60,0,0,1,1,1,0,1,0,1
6205,64,61,1,1,1,0,0,0,1,0,0
6206,64,62,0,0,0,1,1,0,0,0,1
6207,64,63,0,0,1,1,1,1,1,1,1
6208,64,64,1,0,0,1,0,1,1,1,0
6209,64,65,1,1,0,0,0,1,0,1,0
6210,64,66,1,0,1,1,0,0,0,0,0
6211,64,67,1,0,1,1,0,0,0,0,0
6212,64,68,0,0,1,1,1,1,1,1,1
6213,64,69,0,1,1,1,1,0,0,1,0
6214,64,70,0,0,0,0,1,1,0,0,1
6215,64,71,1,0,0,0,0,0,0,1,0
6216,64,72,0,1,1,0,1,0,0,0,0
6217,64,73,1,0,0,1,0,1,1,1,1
6218,64,74,1,0,0,0,0,0,0,1,0
6219,64,75,1,1,0,0,0,1,0,1,0
6220,64,76,1,0,1,1,0,0,0,0,0
6221,64,77,0,1,1,1,1,0,0,1,0
6222,64,78,1,0,0,1,0,1,1,1,1
6223,64,79,0,1,1,1,1,0,0,1,0
6224,64,80,0,0,0,0,1,0,1,1,1
6225,64,81,1,1,1,1,0,1,0,0,0
6226,64,82,0,1,1,0,1,0,0,0,0
6227,64,83,1,1,1,0,0,1,1,1,0
6228,64,84,1,1,1,0,0,1,1,1,0
6229,64,85,1,0,0,1,0,1,1,1,1
6230,64,86,0,1,1,0,1,0,0,0,0
6231,64,87,1,1,0,1,0,0,0,1,0
6232,64,88,0,0,0,1,1,1,0,1,1
6233,64,89,0,1,1,0,1,0,0,0,1
6234,64,90,0,0,1,0,1,1,1,0,1
6235,64,91,0,1,1,1,1,0,0,1,0
6236,64,92,0,1,1,0,1,0,0,0,0
6237,64,93,1,1,1,1,0,0,1,1,0
6238,64,94,0,1,0,1,1,1,0,0,1
6239,64,95,1,0,1,0,0,0,1,1,0
6240,65,0,0,1,1,1,1,0,0,1,0
6241,65,1,1,1,0,0,0,1,0,1,0
6242,65,2,0,0,0,0,1,0,1,1,1
6243,65,3,1,0,0,1,0,1,1,1,1
6244,65,4,1,0,0,1,0,1,1,1,1
6245,65,5,1,0,0,1,0,1,1,1,1
6246,65,6,0,1,0,0,1,1,1,1,1
6247,65,7,0,0,1,1,1,0,1,0,0
6248,65,8,0,1,0,1,1,1,0,0,1
6249,65,9,1,0,0,0,0,1,1,0,1
6250,65,10,0,1,1,0,1,0,0,0,1
6251,65,11,0,1,1,1,1,1,1,0,1
6252,65,12,1,1,0,0,0,1,0,1,0
6253,65,13,1,1,1,1,0,1,0,0,0
6254,65,14,0,1,1,0,1,0,0,0,0
6255,65,15,0,1,1,0,1,0,0,0,0
6256,65,16,0,0,0,0,1,0,1,1,1
6257,65,17,1,0,0,1,0,1,1,1,1
6258,65,18,0,1,1,1,1,0,0,1,0
6259,65,19,0,1,1,1,1,1,1,0,1
6260,65,20,1,0,0,0,0,1,1,0,1
6261,65,21,1,0,0,0,0,0,0,1,0
6262,65,22,1,0,0,0,0,0,0,1,0
6263,65,23,1,1,1,0,0,0,1,0,0
6264,65,24,1,1,0,0,0,0,0,0,0
6265,65,25,0,1,1,0,1,0,0,0,0
6266,65,26,1,1,1,1,0,1,0,0,0
6267,65,27,0,0,0,1,1,1,0,1,1
6268,65,28,0,1,0,1,1,1,0,0,1
6269,65,29,1,0,1,0,0,0,1,1,0
6270,65,30,1,0,0,0,0,1,1,0,1
6271,65,31,1,1,1,1,0,1,0,0,0
6272,65,32,1,1,1,0,0,0,1,0,0
6273,65,33,1,0,0,0,0,1,1,0,1
6274,65,34,1,1,1,0,0,1,1,1,0
6275,65,35,1,1,0,0,0,0,0,0,0
6276,65,36,1,0,1,1,0,0,0,0,0
6277,65,37,1,1,0,1,0,0,0,1,0
6278,65,38,0,1,0,0,1,1,1,1,1
6279,65,39,1,0,0,1,0,1,1,1,0
6280,65,40,0,1,1,0,1,0,0,0,0
6281,65,41,1,1,1,0,0,1,1,1,0
6282,65,42,1,0,1,1,0,0,0,0,0
6283,65,43,0,1,1,0,1,0,0,0,0
6284,65,44,0,0,1,1,1,1,1,1,1
6285,65,45,0,1,1,1,1,0,0,1,0
6286,65,46,1,1,1,1,0,0,1,1,0
6287,65,47,1,0,0,1,0,1,1,1,1
6288,65,48,1,0,1,1,0,0,0,0,0
6289,65,49,0,0,1,1,1,1,1,1,1
6290,65,50,0,1,1,1,1,0,0,1,0
6291,65,51,0,0,0,0,1,1,0,0,1
6292,65,52,0,1,1,1,1,0,0,1,0
6293,65,53,1,1,1,0,0,0,1,0,0
6294,65,54,0,1,1,1,1,0,0,1,0
6295,65,55,1,0,0,0,0,1,1,0,1
6296,65,56,0,0,0,1,1,1,0,1,1
6297,65,57,1,0,1,0,0,0,1,1,0
6298,65,58,0,0,0,1,1,0,0,0,1
6299,65,59,1,1,0,0,0,1,0,1,0
6300,65,60,0,1,1,1,1,0,0,1,0
6301,65,61,0,0,1,1,1,0,1,0,1
6302,65,62,1,0,0,1,0,1,1,1,1
6303,65,63,1,1,1,1,0,0,1,1,0
6304,65,64,0,1,1,1,1,1,1,0,1
6305,65,65,0,0,0,1,1,0,0,0,1
6306,65,66,0,0,0,0,1,0,1,1,1
6307,65,67,1,0,0,0,0,1,1,0,1
6308,65,68,0,1,1,1,1,0,0,1,0
6309,65,69,1,0,0,0,0,0,0,1,0
6310,65,70,0,0,0,1,1,0,0,0,1
6311,65,71,0,1,0,1,1,1,0,0,1
6312,65,72,0,0,0,0,1,1,0,0,1
6313,65,73,1,1,0,1,0,0,0,1,0
6314,65,74,0,1,1,0,1,0,0,0,0
6315,65,75,0,1,0,1,1,1,0,0,1
6316,65,76,0,1,1,0,1,0,0,0,0
6317,65,77,0,0,1,1,1,0,1,0,1
6318,65,78,1,0,0,0,0,1,1,0,1
6319,65,79,1,1,1,0,0,1,1,1,0
6320,65,80,1,1,1,0,0,1,1,1,0
6321,65,81,1,1,1,1,0,0,1,1,0
6322,65,82,0,0,1,0,1,1,1,0,1
6323,65,83,0,0,1,0,1,1,1,0,1
6324,65,84,0,1,1,1,1,1,1,0,1
6325,65,85,1,1,0,0,0,0,0,0,0
6326,65,86,1,0,1,0,0,0,1,1,0
6327,65,87,0,0,1,1,1,0,1,0,1
6328,65,88,1,1,0,1,0,0,0,1,0
6329,65,89,0,0,0,1,1,0,0,0,1
6330,65,90,1,0,0,0,0,1,1,0,0
6331,65,91,1,0,0,0,0,0,0,1,0
6332,65,92,1,0,1,0,0,0,1,1,0
6333,65,93,0,0,0,0,1,1,0,0,1
6334,65,94,1,1,0,0,0,1,0,1,0
6335,65,95,1,0,0,1,0,1,1,1,1
6336,66,0,0,0,0,0,1,0,1,1,1
6337,66,1,1,1,1,1,0,0,1,1,0
6338,66,2,1,1,0,0,0,1,0,1,0
6339,66,3,0,1,1,1,1,0,0,1,0
6340,66,4,0,0,0,1,1,0,0,0,1
6341,66,5,0,1,1,0,1,0,0,0,0
6342,66,6,0,1,1,1,1,1,1,0,1
6343,66,7,0,1,1,1,1,0,0,1,1
6344,66,8,1,1,1,0,0,0,1,0,0
6345,66,9,1,1,0,0,0,1,0,1,0
6346,66,10,0,1,1,1,1,0,0,1,0
6347,66,11,0,1,1,0,1,0,0,0,0
6348,66,12,1,0,0,0,0,0,0,1,0
6349,66,13,1,0,1,0,0,0,1,1,0
6350,66,14,0,0,0,0,1,1,0,0,1
6351,66,15,1,0,1,0,0,0,1,1,0
6352,66,16,1,1,1,0,0,1,1,1,0
6353,66,17,1,1,1,1,0,1,0,0,0
6354,66,18,1,1,1,0,0,0,1,0,0
6355,66,19,1,0,0,0,0,0,0,1,0
6356,66,20,0,0,0,1,1,1,0,1,1
6357,66,21,1,0,0,1,0,1,1,1,1
6358,66,22,0,1,0,1,1,1,0,0,1
6359,66,23,0,1,0,0,1,1,1,1,1
6360,66,24,0,1,1,0,1,0,0,0,0
6361,66,25,1,0,0,1,0,1,1,1,1
